,blockchain,category,contract_address,decimals,from,time,to,token,value
36,,in,0x07663837218a003e66310a01596af4bf4e44623d,,0xd94ac9fb78dd9b3feb0ec39f38d86d2ee5ba6b06,2022-02-08 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,3247576301817184380693
37,,in,0x1882c296ebfa916a0ad194cfa0094c5e0086ba03,,0x1882c296ebfa916a0ad194cfa0094c5e0086ba03,2021-08-26 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,950005000000000000000000
38,bnb,in,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18.0,0x3168082c31dc4b03ac752fb43d1c3bf8ae6ee9ae,2022-02-08 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdc-usd-coin,688084000000000000000000
39,bnb,in,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18.0,0x938afafb36e8b1ab3347427eb44537f543475cf9,2021-11-15 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdc-usd-coin,13989638911344642420156
40,bnb,in,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18.0,0x3168082c31dc4b03ac752fb43d1c3bf8ae6ee9ae,2021-08-19 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdc-usd-coin,251060418318581325571073
41,bnb,in,0x55d398326f99059ff775485246999027b3197955,18.0,0x938afafb36e8b1ab3347427eb44537f543475cf9,2021-11-15 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdt-tether,20077639970870432994653
42,,in,0xdbe3e700ab26cbf3523d850b5d892fd17e0ce343,,0xdbe3e700ab26cbf3523d850b5d892fd17e0ce343,2021-09-27 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,31820000000000000000000
43,,in,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18.0,0xdfd47fe8e805085616132008a65213a50fc07765,2021-08-26 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdc-usd-coin,1000000000000000000000000
44,,in,0x23396cf899ca06c4472205fc903bdb4de249d6fc,18.0,0xd94ac9fb78dd9b3feb0ec39f38d86d2ee5ba6b06,2022-02-08 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,ust-terrausd,28399357046253136379927
45,bnb,in,0x55d398326f99059ff775485246999027b3197955,18.0,0xdfd47fe8e805085616132008a65213a50fc07765,2021-08-26 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdt-tether,200000000000000000000000
46,,in,0x2e051991329c7fdf3752579abd6954e3e08dcf65,,0xe768725aa02e281405d80d9dae4bb8225abc59c4,2022-08-21 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,8000000000000000000
47,,in,0xc09275abc882bd5a693fe79a93e52e2964919355,,0xe9e7cea3dedca5984780bafc599bd69add087d56,2023-07-12 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,3622
48,,in,0x15351604e617d9f645b53ee211d9c95ba88297df,,0x15351604e617d9f645b53ee211d9c95ba88297df,2021-08-24 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,70400000000000000000000
49,,in,0x617bf230a6886accec5952385eed8bc85d1a09b2,,0xd61da9986c2e31210344f45e93b6574fa61e31bf,2022-07-14 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,29998899999900
50,bnb,in,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18.0,0xd94ac9fb78dd9b3feb0ec39f38d86d2ee5ba6b06,2022-02-08 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,btcb-binance-bitcoin,1365248011858093464
51,,in,0xc09275abc882bd5a693fe79a93e52e2964919355,,0xe9e7cea3dedca5984780bafc599bd69add087d56,2023-07-12 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,4032
52,bnb,in,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18.0,0xd94ac9fb78dd9b3feb0ec39f38d86d2ee5ba6b06,2022-02-08 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,usdc-usd-coin,99258152369614694424172
53,,in,0x1e8f7bfdcf6d95eea81e039234624fa6b78bd389,,0x1e8f7bfdcf6d95eea81e039234624fa6b78bd389,2021-09-25 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,923000000000000000000
54,,in,0x42f6f551ae042cbe50c739158b4f0cac0edb9096,,0x3168082c31dc4b03ac752fb43d1c3bf8ae6ee9ae,2021-08-19 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,2834389857471616379043394
55,,in,0x42f6f551ae042cbe50c739158b4f0cac0edb9096,,0x3168082c31dc4b03ac752fb43d1c3bf8ae6ee9ae,2021-08-19 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,1000000000000000000
56,,in,0x7d9c3bd1eb0b0a8921fab9c57e26e05518d87b4d,,0x7d9c3bd1eb0b0a8921fab9c57e26e05518d87b4d,2021-08-31 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,92136000000000000000000
57,,in,0x23b891e5c62e0955ae2bd185990103928ab817b3,,0x930d001b7efb225613ac7f35911c52ac9e111fa9,2021-11-15 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,25096881358633009450497
58,,in,0x049d68029688eabf473097a2fc38ef61633a3c7a,,0xd94ac9fb78dd9b3feb0ec39f38d86d2ee5ba6b06,2022-02-08 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,66744409015
59,,in,0xf0b8b631145d393a767b4387d08aa09969b2dfed,,0x930d001b7efb225613ac7f35911c52ac9e111fa9,2021-11-15 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,164393563392540792855013
60,,in,0x57dbae4b73455bc0d3e892ae57779160961f0f03,,0x57dbae4b73455bc0d3e892ae57779160961f0f03,2021-08-29 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,,923000000000000000000
61,bnb,in,0xe9e7cea3dedca5984780bafc599bd69add087d56,18.0,0x938afafb36e8b1ab3347427eb44537f543475cf9,2021-11-15 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,busd-binance-usd,17188565483237499752522
62,bnb,in,0xe9e7cea3dedca5984780bafc599bd69add087d56,18.0,0x3168082c31dc4b03ac752fb43d1c3bf8ae6ee9ae,2021-08-19 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,busd-binance-usd,234704519850780727622973
63,bnb,in,0xe9e7cea3dedca5984780bafc599bd69add087d56,18.0,0xdfd47fe8e805085616132008a65213a50fc07765,2021-08-26 00:00:00.000 UTC,0xa316d83e67eefd136f4c077de1cd4163a681f8a8,busd-binance-usd,100000000000000000000000
